,city,company,jobTitle,meanPay
145,New Delhi (India),Solveda Software,Project Leader - Monthly,"xx,xxx/mo"
146,New Delhi (India),ILMP Technologies,Project Leader,"xx,xxx/yr"
147,New Delhi (India),Hard Shell Technologies,Project Leader,"xx,xxx/yr"
148,New Delhi (India),Acro Technologies,Project Leader - Monthly,"xx,xxx/mo"
149,New Delhi (India),Cargoflash Infotech,Project Leader - Monthly,"xx,xxx/mo"
150,New Delhi (India),BirchStreet Systems,Project Leader,"xx,xxx/yr"
151,New Delhi (India),Nettechnocrats,Project Leader,"xx,xxx/yr"
152,New Delhi (India),C Simplify IT,Project Leader,"xx,xxx/yr"
153,New Delhi (India),TS Infotech India,Project Leader,"xx,xxx/yr"
154,New Delhi (India),MITYUNG Infotech,Project Leader,"xx,xxx/yr"
155,New Delhi (India),SJM Softech,Project Leader,"xx,xxx/yr"
156,New Delhi (India),The Receivable Management Services Corporation,Project Leader,"xx,xxx/yr"
157,New Delhi (India),Intellify,Project Leader - Monthly,"xx,xxx/mo"
158,New Delhi (India),Socomec,Project Leader,"xx,xxx/yr"
159,New Delhi (India),Kincentric,Project Leader - Monthly,"xx,xxx/mo"
160,New Delhi (India),Vihara Innovation Network,Project Leader,0/yr
161,New Delhi (India),eMeter,Project Leader,0/yr
162,New Delhi (India),Ariose Software,Project Leader,0/yr
163,New Delhi (India),Celanese,Project Leader,"xx,xxx/yr"
164,New Delhi (India),TI Infotech,Project Leader,"xx,xxx/yr"
165,New Delhi (India),Celanese,Project Leader - Monthly,"xx,xxx/mo"
166,New Delhi (India),RBS Global,Project Leader,"xx,xxx/yr"
167,New Delhi (India),Solar Energy Corporation of India,Project Leader - Monthly Contractor,"xx,xxx/mo"
168,New Delhi (India),Vidyanta Skills Institute,Project Leader - Monthly,"xx,xxx/mo"
169,New Delhi (India),Tarpon Industries,Project Leader,"xx,xxx/yr"
170,New Delhi (India),Rsystems Tecnologia,Project Leader - Monthly,"xx,xxx/mo"
171,New Delhi (India),LinkEdge Technologies,Project Leader,"xx,xxx/yr"
172,New Delhi (India),TDG Labs,Project Leader - Monthly,"xx,xxx/mo"
173,New Delhi (India),Smart Sea-Technology,Project Leader - Monthly,"xx,xxx/mo"
